Company Name,Funding Stage,Amount,Year Funded,Investor,Industry,Location
Verloop,Series A,5032439,2018,Unknown,Professional Services,Bangalore
Flickstree,Seed Round,955981,2018,Unknown,Marketing and Advertising,Mumbai
Paymatrix,Seed Round,955981,2018,Unknown,Finance and FinTech,Hyderabad
Idha Skin Clinic,Seed Round,955981,2018,Unknown,Healthcare and Wellness,Bengaluru
InCred,Private Equity,193500000,2018,Unknown,Finance and FinTech,Mumbai
Vedantu,Series B,2500000,2018,Unknown,Education,Bangalore
Sportido,Seed Round,955981,2018,Unknown,Media and Entertainment,Noida
Stelis Biopharma,Series B,2500000,2018,Unknown,Healthcare and Wellness,Bangalore
Magicpin,Series C,79903750,2018,Unknown,E-Commerce and Retail,Gurgaon
Try & Buy,Seed Round,955981,2018,Unknown,E-Commerce and Retail,New Delhi
Mech Mocha,Series B,2500000,2018,Unknown,Media and Entertainment,Bangalore
Aye Finance,Debt Financing,2500000,2018,Unknown,Finance and FinTech,Gurgaon
Aldopay,Seed Round,955981,2018,Unknown,Technology,Chennai
Detect Technologies,Series A,5032439,2018,Unknown,Technology,Chennai
Signzy,Series A,5032439,2018,Unknown,Technology,Bangalore
CashRich,Seed Round,955981,2018,Unknown,Technology,Mumbai
Cloudnine Hospitals,Private Equity,193500000,2018,Unknown,Healthcare and Wellness,Bangalore
CropIn Technologies,Series B,2500000,2018,Unknown,Agriculture and Food,Bengaluru
Billdesk,Venture - Series Unknown,17932500,2018,Unknown,Finance and FinTech,Ahmedabad
Yaantra,Debt Financing,2500000,2018,Unknown,Professional Services,Delhi
TECHBOOZE,Seed Round,955981,2018,Unknown,Education,New Delhi
HealthifyMe,Series B,2500000,2018,Unknown,Technology,Bangalore
hoi foods,Seed Round,955981,2018,Unknown,Agriculture and Food,Gurgaon
Perpule,Series A,5032439,2018,Unknown,Technology,Bangalore
Royal Sundaram General Insurance Co. Limited,Corporate Round,23000000,2018,Unknown,Finance and FinTech,Kalpakkam
CleanseCar,Angel,885000,2018,Unknown,Transportation and Mobility,Bangalore
DRIVEU,Venture - Series Unknown,17932500,2018,Unknown,Real Estate and Construction,Bengaluru
Spinny,Series A,5032439,2018,Unknown,E-Commerce and Retail,Gurgaon
Asset Reconstruction Company (India) Ltd.,Secondary Market,210000000,2018,Unknown,Professional Services,Mumbai
Med365 Healthcare,Seed Round,955981,2018,Unknown,Healthcare and Wellness,Jaipur
Dunzo,Debt Financing,2500000,2018,Unknown,Professional Services,Bangalore
Mobile Premier League (MPL),Series A,5032439,2018,Unknown,Media and Entertainment,Bengaluru
WalMart India,Venture - Series Unknown,17932500,2018,Unknown,E-Commerce and Retail,Gurgaon
Cred,Seed Round,955981,2018,Unknown,Professional Services,Bengaluru
Meesho,Series C,79903750,2018,Unknown,E-Commerce and Retail,Bangalore
BhaskarGuru,Seed Round,955981,2018,Unknown,Technology,Bhopal
Gugu,Seed Round,955981,2018,Unknown,Industrial and Manufacturing,Coimbatore
FarmTaaza,Series A,5032439,2018,Unknown,Agriculture and Food,Bengaluru
Vizzbee,Pre-Seed,6671339,2018,Unknown,Technology,Bhopal
BIGPHI TECHNOLOGIES PVT. LTD.,Angel,885000,2018,Unknown,Consumer Goods,Bangalore
Mobycy,Angel,885000,2018,Unknown,Healthcare and Wellness,Gurgaon
Traveo Soft Pvt. Ltd.,Undisclosed,2000000,2018,Unknown,Technology,Bangalore
Em Personal Care,Seed Round,955981,2018,Unknown,Healthcare and Wellness,Worli
Lucideus,Venture - Series Unknown,5000000,2018,Unknown,Professional Services,New Delhi
Eupheus Learning,Seed Round,955981,2018,Unknown,Education,Delhi
GamingMonk,Series A,5032439,2018,Unknown,Media and Entertainment,New Delhi
Sukkhi Jewellery,Venture - Series Unknown,17932500,2018,Unknown,Consumer Goods,Mumbai
INDwealth,Seed Round,955981,2018,Unknown,Professional Services,Gurgaon
Medikabazaar,Series A,5000000,2018,Unknown,E-Commerce and Retail,Mumbai
NIRA,Seed Round,1000000,2018,Unknown,Finance and FinTech,Bengaluru
Duroflex Pvt. Ltd.,Private Equity,22000000,2018,Unknown,E-Commerce and Retail,Alleppey
Clensta,Seed Round,955981,2018,Unknown,Healthcare and Wellness,New Delhi
Jetbrain Robotics,Seed Round,70000,2018,Unknown,Healthcare and Wellness,Gurgaon
Medimetry,Seed Round,955981,2018,Unknown,Healthcare and Wellness,Haryana
Healthkart,Venture - Series Unknown,10000000,2018,Unknown,E-Commerce and Retail,Gurgaon
Indiabulls Ventures,Post-Ipo Equity,185000000,2018,Unknown,Professional Services,Mumbai
Vistara,Private Equity,193500000,2018,Unknown,Transportation and Mobility,Haryana
ClearTax,Series B,2500000,2018,Unknown,Finance and FinTech,New Delhi
Shuttl,Debt Financing,1000000,2018,Unknown,Technology,Gurgaon
GuruQ,Seed Round,955981,2018,Unknown,Education,New Delhi
Azure Power,Post-Ipo Equity,185000000,2018,Unknown,Energy and Environment,New Delhi
Cube,Series A,5032439,2018,Unknown,Finance and FinTech,Mumbai
RAHI Care,Venture - Series Unknown,17932500,2018,Unknown,Healthcare and Wellness,Chandigarh
Mynvax,Angel,885000,2018,Unknown,Healthcare and Wellness,Bangalore
Loans4SME,Seed Round,955981,2018,Unknown,Professional Services,Mumbai
UpCyclersLab,Seed Round,955981,2018,Unknown,Technology,Mumbai
Cellerite Systems,Seed Round,955981,2018,Unknown,Transportation and Mobility,Hyderabad
Taru Naturals,Seed Round,955981,2018,Unknown,Agriculture and Food,Mumbai
LetsMD,Seed Round,1000000,2018,Unknown,Healthcare and Wellness,New Delhi
Twenty Two Motors,Corporate Round,65000000,2018,Unknown,Transportation and Mobility,Haryana
Truebil,Series A,2000000,2018,Unknown,Transportation and Mobility,Mumbai
FarmersFZ,Seed Round,955981,2018,Unknown,Agriculture and Food,Kochi
Worxogo,Series A,5032439,2018,Unknown,Technology,Bangalore
Vivish Technologies (myGate),Series A,5032439,2018,Unknown,Technology,Bengaluru
Singularity Dynamics,Seed Round,955981,2018,Unknown,Technology,Bengaluru
Virtual MetalStreet(MetalStreet),Angel,700000,2018,Unknown,E-Commerce and Retail,Bengaluru
Veritas Finance,Venture - Series Unknown,30000000,2018,Unknown,Professional Services,Guindy
Manjushree Technopack,Private Equity,193500000,2018,Unknown,Professional Services,Bangalore
GoZefo,Venture - Series Unknown,17932500,2018,Unknown,Technology,Bangalore
Zomato,Secondary Market,210000000,2018,Unknown,Agriculture and Food,Gurgaon
Innov8 Coworking,Seed Round,4000000,2018,Unknown,Professional Services,New Delhi
RevFin,Seed Round,955981,2018,Unknown,Finance and FinTech,Delhi
Lavelle Networks,Venture - Series Unknown,17932500,2018,Unknown,Technology,Bengaluru
Blackbuck,Series D,100000000,2018,Unknown,Professional Services,Bengaluru
Cardekho,Series C,75000000,2018,Unknown,Transportation and Mobility,Gurgaon
ElasticRun,Series B,2500000,2018,Unknown,Transportation and Mobility,Pune
Droom Technology Private Limited,Series E,30000000,2018,Unknown,Transportation and Mobility,Gurgaon
Vogo Rentals,Debt Financing,2500000,2018,Unknown,Transportation and Mobility,Kormangala
InnerChef,Venture - Series Unknown,1760000,2018,Unknown,Agriculture and Food,Gurgaon
LivQuik,Corporate Round,2700000,2018,Unknown,Finance and FinTech,Mumbai
Disprz,Debt Financing,400000,2018,Unknown,Education,Chennai
9stacks,Series A,5032439,2018,Unknown,Media and Entertainment,Delhi
Origo,Venture - Series Unknown,17932500,2018,Unknown,Industrial and Manufacturing,Gurgaon
YourOwnROOM,Seed Round,750000,2018,Unknown,Technology,Bangalore
Vahdam Teas,Series B,2500000,2018,Unknown,E-Commerce and Retail,New Delhi
Spoofin,Venture - Series Unknown,17932500,2018,Unknown,Media and Entertainment,New Delhi
Strom Motors,Angel,885000,2018,Unknown,Transportation and Mobility,Mumbai
PharmEasy,Series C,80000000,2018,Unknown,Healthcare and Wellness,Mumbai
Licious,Series C,25000000,2018,Unknown,Transportation and Mobility,Bengaluru
Stanza Living,Venture - Series Unknown,17932500,2018,Unknown,Technology,New Delhi
docturnal,Seed Round,955981,2018,Unknown,Healthcare and Wellness,Hyderabad
Bounce (Metro Bikes),Debt Financing,3000000,2018,Unknown,Transportation and Mobility,Bangalore
Technology 9 Labs (T9L),Corporate Round,23000000,2018,Unknown,Technology,New Delhi
Goals101,Seed Round,3500000,2018,Unknown,Professional Services,Delhi
Satya MicroCapital,Venture - Series Unknown,17932500,2018,Unknown,Finance and FinTech,New Delhi
Ummeed Housing Finance Private Limited,Series C,79903750,2018,Unknown,Finance and FinTech,Haryana
StockEdge,Seed Round,1100000,2018,Unknown,Professional Services,Kolkata
Sequretek,Venture - Series Unknown,3700000,2018,Unknown,Technology,Mumbai
Avenues Payments India Pvt. Ltd.,Corporate Round,1300000,2018,Unknown,Technology,Mumbai
Qbera,Venture - Series Unknown,17932500,2018,Unknown,Finance and FinTech,Bangalore
Urban Ladder,Debt Financing,5600000,2018,Unknown,E-Commerce and Retail,Bangalore
Planet11 eCommerce Solutions India (Avenue11),Corporate Round,23000000,2018,Unknown,E-Commerce and Retail,Bengaluru
DailyNinja,Series A,5032439,2018,Unknown,Technology,Bengaluru
Iba Halal Care,Series A,5032439,2018,Unknown,Healthcare and Wellness,Ahmedabad
Knocksense,Seed Round,955981,2018,Unknown,Media and Entertainment,Lucknow
Togedr,Venture - Series Unknown,17932500,2018,Unknown,Professional Services,Gurgaon
Parkwheels,Seed Round,955981,2018,Unknown,Industrial and Manufacturing,Haryana
ShareChat,Series C,99230000,2018,Unknown,Technology,Bangalore
Cyclops Medtech,Seed Round,1000000,2018,Unknown,Healthcare and Wellness,Bangalore
Livspace,Series C,70000000,2018,Unknown,E-Commerce and Retail,Bangalore
NewsBytes,Seed Round,1000000,2018,Unknown,Technology,Gurgaon
Leena AI,Seed Round,2000000,2018,Unknown,Technology,Gurgaon
Max Healthcare,Corporate Round,23000000,2018,Unknown,Healthcare and Wellness,New Delhi
GoBolt,Venture - Series Unknown,17932500,2018,Unknown,Transportation and Mobility,New Delhi
GoGaga,Non-Equity Assistance,40000,2018,Unknown,Media and Entertainment,Bengaluru
Mate Labs,Seed Round,550000,2018,Unknown,Technology,Bangalore
Furlenco,Series C,79903750,2018,Unknown,E-Commerce and Retail,Bangalore
Ola,Venture - Series Unknown,50000000,2018,Unknown,Technology,Kormangala
DocPrime,Funding Round,50000000,2018,Unknown,Healthcare and Wellness,Haryana
CLP India Pvt. Ltd.,Private Equity,365000000,2018,Unknown,Energy and Environment,Mumbai
Xplorabox,Seed Round,955981,2018,Unknown,E-Commerce and Retail,Noida
Myra,Venture - Series Unknown,17932500,2018,Unknown,Technology,Bangalore
Vokal,Series A,1500000,2018,Unknown,Technology,Bengaluru
Kissht,Series C,30000000,2018,Unknown,Finance and FinTech,Mumbai
Upwards Fintech,Series A,5000000,2018,Unknown,Finance and FinTech,Mumbai
Bon(Bonfleet Solutions),Seed Round,955981,2018,Unknown,Professional Services,Pune
Mamaearth,Series A,4000000,2018,Unknown,E-Commerce and Retail,Gurugram
BabyChakra,Series B,2500000,2018,Unknown,Healthcare and Wellness,Mumbai
Belstar Investment and Finance Private Limited,Venture - Series Unknown,28000000,2018,Unknown,Professional Services,Chennai
Naaptol,Venture - Series Unknown,15000000,2018,Unknown,E-Commerce and Retail,Mumbai
Moonshine Meadery,Seed Round,955981,2018,Unknown,Agriculture and Food,Pune
Verzeo,Series A,5000000,2018,Unknown,Education,Bangalore
Haazri,Seed Round,955981,2018,Unknown,Agriculture and Food,Mumbai
Connect India,Angel,885000,2018,Unknown,Transportation and Mobility,New Delhi
Flyrobe,Series B,2500000,2018,Unknown,Consumer Goods,Mumbai
Scholify,Pre-Seed,8556808,2018,Unknown,Education,Bengaluru
Dream11,Series D,100000000,2018,Unknown,Media and Entertainment,Mumbai
srJna,Seed Round,955981,2018,Unknown,Education,Jaipur
Nykaa,Secondary Market,210000000,2018,Unknown,Healthcare and Wellness,Mumbai
Chaayos,Series B,2500000,2018,Unknown,Agriculture and Food,New Delhi
Heelium,Seed Round,955981,2018,Unknown,Healthcare and Wellness,Pune
LT Foods,Post-Ipo Equity,185000000,2018,Unknown,Agriculture and Food,New Delhi
Multibashi,Seed Round,955981,2018,Unknown,Education,Bengaluru
Cleardekho,Venture - Series Unknown,17932500,2018,Unknown,Consumer Goods,Ghaziabad
Dailyhunt,Series E,6000000,2018,Unknown,Technology,Bangalore
SlicePay,Series A,14900000,2018,Unknown,Finance and FinTech,Bengaluru
Udaan,Series C,225000000,2018,Unknown,E-Commerce and Retail,Bangalore
Happyeasygo Group,Series A,5032439,2018,Unknown,Professional Services,Haryana
Mombay,Seed Round,7500,2018,Unknown,Agriculture and Food,Mumbai
Droni Tech,Seed Round,955981,2018,Unknown,Technology,Mumbai
Netmeds,Series C,35000000,2018,Unknown,Healthcare and Wellness,Chennai
Bombay Shaving,Undisclosed,2000000,2019,Sixth Sense Ventures,E-Commerce and Retail,Unknown
Ruangguru,Series C,79903750,2019,General Atlantic,Education,Mumbai
Eduisfun,Funding Round,50000000,2019,Deepak Parekh,Education,Mumbai
HomeLane,Series D,100000000,2019,Evolvence India Fund (EIF),Real Estate and Construction,Chennai
Nu Genes,Undisclosed,2000000,2019,Innovation in Food and Agriculture (IFA),Agriculture and Food,Telangana
FlytBase,Undisclosed,2000000,2019,Undisclosed,Technology,Pune
Finly,Undisclosed,2000000,2019,Social Capital,Technology,Bangalore
Kratikal,Pre-Series A,6671339,2019,Gilda VC,Technology,Noida
Quantiphi,Series A,5032439,2019,Multiples Alternate Asset Management,Technology,Unknown
Lenskart,Series G,11262932,2019,SoftBank,E-Commerce and Retail,Delhi
Cub McPaws,Undisclosed,2000000,2019,Venture Catalysts,E-Commerce and Retail,Mumbai
Appnomic,Undisclosed,2000000,2019,Avataar Ventures,Technology,Bangalore
Kaleidofin,Series A,5032439,2019,Oikocredit,Finance and FinTech,Chennai
JobSquare,Undisclosed,2000000,2019,Titan Capital,Professional Services,Ahmedabad
Open Secret,Undisclosed,2000000,2019,Matrix Partners,Agriculture and Food,Unknown
LivFin,Undisclosed,2000000,2019,German development finance institution DEG,Finance and FinTech,Delhi
Byju's,Undisclosed,2000000,2019,South Africa’s Naspers Ventures,Education,Unknown
Zest Money,Series B,2500000,2019,Goldman Sachs.,Finance and FinTech,Bangalore
Witblox,Undisclosed,2000000,2019,Mumbai Angels Network,Education,Unknown
Azah Personal Care Pvt. Ltd.,Pre-Series A,7462445,2019,Kunal Bahl,Healthcare and Wellness,Gurugram
SalaryFits,Undisclosed,2000000,2019,Brazilian VC Fund Confrapar,Finance and FinTech,Unknown
Pristyn Care,Series B,2500000,2019,Sequoia India,Healthcare and Wellness,Gurugram
Springboard,Series A,5032439,2019,Reach Capital,Education,Bengaluru
DROR Labs Pvt. Ltd,Undisclosed,2000000,2019,Inflection Point Ventures,Technology,Delhi
Medlife,Undisclosed,2000000,2019,Wilson Global Opportunities Fund,Healthcare and Wellness,Bangalore
Seekify,Seed Round,955981,2019,Sequoia Capita,Technology,Delhi
Toffee Insurance,Series A,5032439,2019,IVM Intersurer,Finance and FinTech,Haryana
Fireflies .ai,Undisclosed,2000000,2019,Canaan Partners,Technology,Unknown
HungerBox,Series C,79903750,2019,Paytm,Agriculture and Food,Bangalore
Bijak,Seed Round,955981,2019,Omnivore and Omidyar Network India,Agriculture and Food,Gurugram
Licious,Series E,18000000,2019,Vertex Growth Fund,Agriculture and Food,Bangalore
truMe,Undisclosed,2000000,2019,Rajan Kaistha,Technology,Unknown
Pumpkart,Undisclosed,2000000,2019,Dinesh Dua,E-Commerce and Retail,Chandigarh
Asteria Aerospace,Undisclosed,2000000,2019,Reliance Industries,Technology,Bangalore
Rivigo,Series F,14747749,2019,SAIF Partners India VI Ltd,Transportation and Mobility,Gurugram
HappyEasyGo,Series B,2500000,2019,Korea Investment Partners (KIP),Professional Services,Gurugram
Zetwerk,Series B,2500000,2019,Lightspeed and Greenoaks Capital,Industrial and Manufacturing,Bangalore
Observe.AI,Series A,5032439,2019,Scale Venture Partners,Technology,Bangalore
Freshokartz,Pre-Series A,11262932,2019,ThinkLab,E-Commerce and Retail,Jaipur
Lil’ Goodness and sCool meal,Undisclosed,2000000,2019,Sajan Pillai,Agriculture and Food,Bangalore
Trell,Pre-Series A,4428638,2019,Ruizheng Investment,Media and Entertainment,Bangalore
VMate,Undisclosed,2000000,2019,Alibaba,Media and Entertainment,Unknown
Bombay Shirt Company,Undisclosed,2000000,2019,Lightbox Ventures,E-Commerce and Retail,Mumbai
Slintel,Undisclosed,2000000,2019,Stellaris Ventures,Technology,Unknown
MyGameMate,Undisclosed,2000000,2019,Jindagi Live Angels,Media and Entertainment,Bangalore
Afinoz,Undisclosed,2000000,2019,Fintech innovation lab,Finance and FinTech,Noida
Rein Games,Pre-Series A,6671339,2019,Manipal Education and Medical Group (MEMG) family office,Technology,Noida
Ecozen,Series A,5032439,2019,Innovation in Food & Agriculture Fund (IFA Fund),Agriculture and Food,Pune
Box8,Undisclosed,2000000,2019,Trifecta Capital,Agriculture and Food,Mumbai
Awign Enterprises,Series A,5032439,2019,Work10M,Professional Services,Bangalore
Purplle,Series C,79903750,2019,Goldman Sachs,Healthcare and Wellness,Mumbai
Freightwalla,Series A,5032439,2019,Amplo,E-Commerce and Retail,Mumbai
TapChief,Pre-Series A,12250186,2019,Blume Ventures.,Professional Services,Bangalore
eJOHRI,Pre-Series A,3868879,2019,Rajesh Ranavat,Consumer Goods,Mumbai
Ninjacart,Undisclosed,2000000,2019,Walmart,E-Commerce and Retail,Unknown
Binca Games,Undisclosed,2000000,2019,Sunil Gavaskar,Media and Entertainment,Mumbai
KredX,Series B,2500000,2019,Tiger Global Management,Professional Services,Bangalore
m.Paani,Series A,5032439,2019,AC Ventures,E-Commerce and Retail,Mumbai
Origo,Undisclosed,2000000,2019,Oikocredit,Agriculture and Food,Gurugram
WishADish,Undisclosed,2000000,2019,Undisclosed,Agriculture and Food,Delhi
Ecom Express,Undisclosed,2000000,2019,CDC Group,Transportation and Mobility,Gurugram
Stanza Living,Undisclosed,2000000,2019,Alteria Capital,Real Estate and Construction,Delhi
PiBeam,Undisclosed,2000000,2019,GAIL (India) Ltd,Transportation and Mobility,Chennai
Euler Motors,Undisclosed,2000000,2019,Blume Ventures,Transportation and Mobility,Delhi
Moms Co,Series B,2500000,2019,Saama Capital,E-Commerce and Retail,New Delhi
Cubical Labs,Series B,2500000,2019,Rockstud Capital,Technology,Delhi
Lawyered,Undisclosed,2000000,2019,Pramendra Tomar,Professional Services,Delhi
Cuemath,Undisclosed,2000000,2019,Manta Ray Ventures Limited,Education,Bangalore
Licious,Series D,100000000,2019,Vertex Ventures,Agriculture and Food,Bangalore
Nivesh.com,Undisclosed,2000000,2019,Windrose Capital,Finance and FinTech,Noida
Zebu,Seed Round,955981,2019,Undisclosed,Technology,Unknown
Smart Institute,Undisclosed,2000000,2019,HNI investors,Education,Surat
CarDekho,Series D,100000000,2019,Ping An Global Voyager Fund,Transportation and Mobility,Jaipur
Shadowfax,Series D,100000000,2019,Flipkart,Transportation and Mobility,Bangalore
Credr,Undisclosed,2000000,2019,Omidyar Network,Transportation and Mobility,Mumbai
Sportido,Series B,2500000,2019,Inflection Point Ventures,Media and Entertainment,Noida
Phable,Undisclosed,2000000,2019,LetsVenture,Healthcare and Wellness,Bengaluru
Sarva,Undisclosed,2000000,2019,Venture fund,Healthcare and Wellness,Chennai
IndyFint,Series A,5032439,2019,Saravanan Adiseshan,Finance and FinTech,Bangalore
Zolostays,Undisclosed,2000000,2019,Trifecta Capital,Real Estate and Construction,Unknown
Ola,Undisclosed,2000000,2019,Kia Motors,Transportation and Mobility,Bangalore
